,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,engine_unit,mileage_unit,max_power_unit
2976,Hyundai i20 Asta 1.2,2015,600000,100000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
2977,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,700000,300000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200Nm@ 1400-3400rpm,7.0,CC,kmpl,bhp
2978,Mahindra Bolero Power Plus ZLX,2017,640000,90000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195Nm@ 1400-2200rpm,7.0,CC,kmpl,bhp
2979,Hyundai Creta 1.6 CRDi SX Option,2017,1110000,186000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5.0,CC,kmpl,bhp
2980,Maruti Ertiga VDI,2014,570000,79000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
2981,Toyota Innova 2.5 E Diesel MS 7-seater,2010,451999,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,CC,kmpl,bhp
2982,Renault KWID RXT,2016,240000,59300,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,CC,kmpl,bhp
2983,Mahindra Scorpio S2 7 Seater,2014,680000,120000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,200Nm@ 1400-2200rpm,7.0,CC,kmpl,bhp
2984,Tata Zest Quadrajet 1.3 75PS XE,2015,350000,60000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5.0,CC,kmpl,bhp
2985,Volkswagen Vento Petrol Highline,2012,360000,60000,Petrol,Individual,Manual,Third Owner,15.04,1598,103.6,153Nm@ 3800rpm,5.0,CC,kmpl,bhp
2986,Ford Figo Petrol ZXI,2010,250000,80000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,102Nm@ 4000rpm,5.0,CC,kmpl,bhp
2987,Maruti Swift VXI,2019,550000,11500,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
2988,Hyundai EON Magna Plus,2012,180000,56000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0,CC,kmpl,bhp
2989,Honda Jazz 1.5 E i DTEC,2016,425000,68000,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
2990,Tata Tiago 1.2 Revotron XT,2019,409999,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0,CC,kmpl,bhp
2991,Tata Tiago 1.2 Revotron XT,2018,438999,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0,CC,kmpl,bhp
2992,Nissan Micra Active XL Petrol,2014,225000,100000,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,104Nm@ 4000rpm,5.0,CC,kmpl,bhp
2993,Mahindra Bolero Power Plus Plus Non AC BSIV PS,2017,580000,95000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9.0,CC,kmpl,bhp
2994,Maruti Swift Dzire VXi,2008,200000,100000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
2996,Fiat Grande Punto 1.3 Dynamic (Diesel),2013,250000,47000,Diesel,Individual,Manual,First Owner,20.3,1248,75.0,197Nm@ 1750rpm,5.0,CC,kmpl,bhp
2997,Maruti Ritz LDi,2011,170000,175000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
2998,Maruti Swift Dzire 1.2 Vxi BSIV,2010,300000,60000,Petrol,Individual,Manual,Second Owner,17.5,1197,85.8,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
2999,Mahindra Bolero DI,2005,160000,300000,Diesel,Individual,Manual,Third Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7.0,CC,kmpl,bhp
3000,Maruti Swift Dzire VDI,2014,409999,150000,Diesel,Individual,Manual,Third Owner,23.4,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
3001,Hyundai i20 1.4 CRDi Asta,2012,350000,110000,Diesel,Individual,Manual,Third Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5.0,CC,kmpl,bhp
3002,Renault KWID RXL,2019,310000,25000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,CC,kmpl,bhp
3003,Maruti Alto LXi,2010,135000,95000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
3004,Maruti Ritz VDi,2010,220000,100000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,113Nm@ 4500rpm,5.0,CC,kmpl,bhp
3005,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,570000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0,CC,kmpl,bhp
3006,Maruti Swift Dzire VDI,2014,500000,84000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
3007,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,875000,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,kmpl,bhp
3008,Tata Indica Vista TDI LX,2011,210000,100000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,135.4Nm@ 2500rpm,5.0,CC,kmpl,bhp
3009,Tata Indica Vista TDI LX,2011,210000,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,135.4Nm@ 2500rpm,5.0,CC,kmpl,bhp
3010,Hyundai Santro Xing GLS LPG,2010,200000,80000,LPG,Individual,Manual,Second Owner,13.45,1086,62.1,96.1Nm@ 3000rpm,5.0,CC,km/kg,bhp
3011,Maruti Alto LX,2011,175000,175000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
3012,Hyundai i20 1.2 Asta Option,2017,700000,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
3014,Hyundai Grand i10 1.2 Kappa Magna AT,2019,550000,28000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0,CC,kmpl,bhp
3015,Hyundai Santro Era,2019,420000,20000,Petrol,Individual,Manual,Second Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0,CC,kmpl,bhp
3016,Hyundai i20 Asta,2009,210000,89322,Petrol,Individual,Manual,Second Owner,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5.0,CC,kmpl,bhp
3017,Chevrolet Beat Diesel LT,2013,175000,76000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150Nm@ 1750rpm,5.0,CC,kmpl,bhp
3018,Maruti Alto LXi,2012,180000,70000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
3019,Maruti Alto LX BSIII,2007,118000,110000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
3020,Hyundai Verna CRDi,2007,170000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5.0,CC,kmpl,bhp
3021,Maruti Zen Estilo 1.1 LX BSIII,2009,120000,110000,Petrol,Individual,Manual,Second Owner,18.2,1061,64.0,84Nm@ 3500rpm,5.0,CC,kmpl,bhp
3022,Maruti Alto LXi,2009,170000,90000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
3023,Maruti Swift ZDI Plus,2018,700000,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
3024,Mahindra Bolero 2011-2019 SLE BSIII,2014,500000,48300,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7.0,CC,kmpl,bhp
3025,Maruti Wagon R AX Minor,2007,80000,63000,Petrol,Individual,Automatic,Third Owner,18.9,1061,67.0,84Nm@ 3500rpm,5.0,CC,kmpl,bhp
3026,Honda City 2017-2020 EXi,2008,105000,110000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,"12.7@ 2,700(kgm@ rpm)",5.0,CC,kmpl,bhp
3027,Maruti Swift Dzire LDI,2016,425000,120000,Diesel,Individual,Manual,Third Owner,26.59,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
3028,Hyundai i20 2015-2017 Sportz 1.2,2017,625000,23511,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
3029,Hyundai i20 1.2 Spotz,2017,640000,22512,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
3030,Hyundai i10 Magna 1.2 iTech SE,2010,180000,120000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
3031,Maruti Ritz VDi,2009,155000,120000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,113Nm@ 4500rpm,5.0,CC,kmpl,bhp
3032,Maruti Wagon R LX Minor,2007,85000,100000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,84Nm@ 3500rpm,5.0,CC,kmpl,bhp
3033,Hyundai i10 Magna 1.2 iTech SE,2011,250000,70000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
3034,Hyundai Verna 1.6 VTVT AT SX,2017,1000000,15000,Petrol,Individual,Automatic,First Owner,17.01,1591,121.3,154.9Nm@ 4200rpm,5.0,CC,kmpl,bhp
3035,Datsun GO A EPS,2016,350000,16500,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,104Nm@ 4000rpm,5.0,CC,kmpl,bhp
3036,Maruti Swift Dzire ZDI,2018,740000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
3037,Datsun RediGO 1.0 S,2018,300000,19000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,91Nm@ 4250rpm,5.0,CC,kmpl,bhp
3038,Volkswagen Ameo 1.5 TDI Comfortline,2017,550000,50000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,250Nm@ 1500-3000rpm,5.0,CC,kmpl,bhp
3039,Mahindra Bolero 2011-2019 SLX,2017,710000,70000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7.0,CC,kmpl,bhp
3040,Mahindra Bolero 2011-2019 SLX,2017,700000,70000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7.0,CC,kmpl,bhp
3041,Mahindra Bolero 2011-2019 SLE BSIII,2016,550000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7.0,CC,kmpl,bhp
3042,Hyundai i10 Sportz 1.1L LPG,2015,375000,60000,LPG,Individual,Manual,First Owner,19.2,1086,68.05,99.04Nm@ 4500rpm,5.0,CC,km/kg,bhp
3043,Tata Safari DICOR 2.2 EX 4x2,2015,600000,60000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,320Nm@ 1700-2700rpm,7.0,CC,kmpl,bhp
3044,Maruti Swift VDI,2013,380000,76000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
3046,Maruti 800 DX,1998,45000,80000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,59Nm@ 2500rpm,4.0,CC,kmpl,bhp
3047,Toyota Innova 2.5 G4 Diesel 8-seater,2010,450000,210000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,CC,kmpl,bhp
3048,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,475000,128000,Diesel,Individual,Manual,Third Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9.0,CC,kmpl,bhp
3049,Renault Triber RXZ BSIV,2019,650000,5000,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96Nm@ 3500rpm,7.0,CC,kmpl,bhp
3050,Maruti Wagon R LXI LPG BSIV,2011,200000,70000,LPG,Individual,Manual,First Owner,26.2,998,58.2,77Nm@ 3500rpm,5.0,CC,km/kg,bhp
3051,Maruti Swift VDI,2013,350000,85000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
3052,Maruti Vitara Brezza ZDi AMT,2018,911999,25000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
3053,Maruti Swift Dzire VXI 1.2,2018,650000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
3054,Maruti Swift Dzire VXi,2012,350000,30000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
3055,Maruti Omni E MPI STD BS IV,2016,190000,80000,Petrol,Individual,Manual,Second Owner,16.8,796,34.2,59Nm@ 2500rpm,8.0,CC,kmpl,bhp
3056,Hyundai Verna CRDi 1.6 SX Option,2019,1200000,40000,Diesel,Individual,Manual,First Owner,22.0,1582,126.2,259.87nm@ 1500-3000rpm,5.0,CC,kmpl,bhp
3057,Mahindra Bolero 2011-2019 EX NON AC,2013,305000,160000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7.0,CC,kmpl,bhp
3058,Hyundai Creta 1.6 CRDi SX,2015,850000,108000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5.0,CC,kmpl,bhp
3059,Volkswagen Jetta 2.0 TDI Comfortline,2011,350000,120000,Diesel,Individual,Manual,Second Owner,15.0,1896,105.0,"25.5@ 1,900(kgm@ rpm)",5.0,CC,kmpl,bhp
3060,Hyundai Santro Xing GLS,2010,180000,55000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5.0,CC,kmpl,bhp
3061,Tata New Safari Dicor GX 4X2 BS IV,2008,200000,110000,Diesel,Individual,Manual,First Owner,13.93,2179,138.1,320Nm@ 1700-2700rpm,7.0,CC,kmpl,bhp
3063,Honda Brio E MT,2012,229999,110000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,109Nm@ 4500rpm,5.0,CC,kmpl,bhp
3064,Maruti Wagon R VXI,2006,135000,62900,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
3065,Volkswagen Jetta 2.0L TDI Highline,2011,425000,120000,Diesel,Individual,Manual,Second Owner,19.33,1968,138.1,320Nm@ 1750-2500rpm,5.0,CC,kmpl,bhp
3066,Mahindra XUV500 W10 2WD,2016,1350000,70000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7.0,CC,kmpl,bhp
3067,Ford Endeavour 4x2 XLT Limited Edition,2009,480000,70000,Diesel,Individual,Manual,Third Owner,10.9,2499,143.0,"33.7@ 1,800(kgm@ rpm)",7.0,CC,kmpl,bhp
3068,Maruti Swift Dzire LDI,2017,455000,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
3069,Maruti Wagon R VXI Optional,2015,320000,60000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
3070,Hyundai Elite i20 Sportz Plus BSIV,2019,693000,4000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117nm@ 4000rpm,5.0,CC,kmpl,bhp
3071,Maruti Vitara Brezza ZDi Plus,2017,830000,35000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
3072,Hyundai Grand i10 Sportz,2016,470000,13500,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
3073,Honda City i VTEC CVT VX,2017,1100000,26000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.3,145Nm@ 4600rpm,5.0,CC,kmpl,bhp
3074,Tata Zest Quadrajet 1.3 XM,2016,325000,50000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,200Nm@ 1750-3000rpm,5.0,CC,kmpl,bhp
3075,Hyundai EON Magna Plus,2014,215000,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0,CC,kmpl,bhp
3076,Maruti Swift VXI,2018,560000,25000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
3077,Maruti Celerio VXI AT,2017,400000,30000,Petrol,Individual,Automatic,Second Owner,23.1,998,67.04,90Nm@ 3500rpm,5.0,CC,kmpl,bhp
3098,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,725000,45000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0,CC,kmpl,bhp
3105,Honda Brio 1.2 VX MT,2014,325000,52442,Petrol,Trustmark Dealer,Manual,Second Owner,18.5,1198,86.8,109Nm@ 4500rpm,5.0,CC,kmpl,bhp
3106,Hyundai i10 Magna,2013,229999,39000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
3107,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,400000,42000,Petrol,Dealer,Automatic,First Owner,11.74,1796,186.0,285Nm@ 2400-4000rpm,5.0,CC,kmpl,bhp
3108,Volkswagen Polo 1.2 MPI Highline,2015,449000,34156,Petrol,Dealer,Manual,First Owner,16.47,1198,74.0,110Nm@ 3750rpm,5.0,CC,kmpl,bhp
3109,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,455000,34152,Petrol,Dealer,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0,CC,kmpl,bhp
3110,Audi A4 35 TDI Premium Plus,2015,1750000,37000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,400Nm@ 1750-3000rpm,5.0,CC,kmpl,bhp
3111,Toyota Innova Crysta 2.8 GX AT BSIV,2017,1390000,98000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,360Nm@ 1200-3400rpm,7.0,CC,kmpl,bhp
3112,Hyundai Creta 1.6 SX Option,2019,1150000,31000,Petrol,Dealer,Manual,First Owner,15.8,1591,121.3,151Nm@ 4850rpm,5.0,CC,kmpl,bhp
3113,Hyundai i20 1.2 Magna Executive,2018,650000,62841,Petrol,Trustmark Dealer,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0,CC,kmpl,bhp
3114,Hyundai Creta 1.6 CRDi SX,2016,950000,38600,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5.0,CC,kmpl,bhp
3115,Maruti Swift Dzire AMT ZDI Plus,2018,698000,27654,Diesel,Dealer,Automatic,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
3116,Hyundai Creta 1.6 CRDi SX,2017,975000,48698,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5.0,CC,kmpl,bhp
3117,Maruti Wagon R VXI AMT 1.2,2018,445000,32995,Petrol,Dealer,Automatic,First Owner,20.52,1197,81.8,113Nm@ 4200rpm,5.0,CC,kmpl,bhp
3118,Tata Zest Quadrajet 1.3 75PS XM,2018,539000,60000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5.0,CC,kmpl,bhp
3119,Maruti Swift Vdi BSIII,2010,350000,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248,75.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
3120,Mahindra Scorpio VLX 2WD AIRBAG BSIII,2011,550000,260000,Diesel,Individual,Manual,Fourth & Above Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,8.0,CC,kmpl,bhp
3121,Renault Duster 85PS Diesel RxE,2015,550000,130000,Diesel,Individual,Manual,Second Owner,20.45,1461,83.8,200Nm@ 1900rpm,5.0,CC,kmpl,bhp
3122,Volkswagen Polo Diesel Highline 1.2L,2011,330000,120000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,180Nm@ 2000rpm,5.0,CC,kmpl,bhp
3123,Hyundai EON Era Plus,2014,220000,80000,Petrol,Individual,Manual,Third Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0,CC,kmpl,bhp
3124,Maruti Ritz ZXi,2013,415000,60000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
3125,Maruti Alto LX BSIII,2007,150000,75000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
3126,Hyundai Getz GLS,2005,150000,89000,Petrol,Individual,Manual,Second Owner,15.3,1341,83.0,115Nm@ 3200rpm,5.0,CC,kmpl,bhp
3127,Hyundai Verna CRDi ABS,2007,240000,110000,Diesel,Individual,Manual,First Owner,18.1,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5.0,CC,kmpl,bhp
3128,Maruti Alto LX BSIII,2009,170000,90000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,CC,kmpl,bhp
3129,Maruti Ciaz ZDi Plus SHVS,2015,550000,40000,Diesel,Individual,Manual,Third Owner,28.09,1248,88.5,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
3130,Nissan Micra Fashion Edition XL CVT,2017,500000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,104Nm@ 4000rpm,5.0,CC,kmpl,bhp
3131,Mahindra Xylo D2,2011,180000,120000,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,220Nm at 1400-2600 rpm,8.0,CC,kmpl,bhp
3132,Mahindra KUV 100 mFALCON G80 K4,2017,360000,29000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6.0,CC,kmpl,bhp
3133,Maruti Swift Dzire VXI,2014,400000,120000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
3134,Hyundai Accent GLE,2009,120000,70000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,"12.5@ 3,500(kgm@ rpm)",5.0,CC,kmpl,bhp
3135,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,765000,100000,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
3136,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,919999,90150,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
3137,Toyota Platinum Etios 1.4 GXD,2018,730000,90000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5.0,CC,kmpl,bhp
3138,Tata Zest Quadrajet 1.3 75PS XM,2016,320000,120000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5.0,CC,kmpl,bhp
3139,Honda Amaze S i-Dtech,2015,455000,90000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
3140,Datsun GO T Option BSIV,2015,350000,50000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,104Nm@ 4000rpm,5.0,CC,kmpl,bhp
3141,Mahindra TUV 300 T8,2016,509999,110000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7.0,CC,kmpl,bhp
3142,Tata Indigo LS,2011,175000,85700,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,"13.5@ 2,500(kgm@ rpm)",5.0,CC,kmpl,bhp
3143,Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,325000,178000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9.0,CC,kmpl,bhp
3144,Tata Indigo CS GLS BSIII,2011,120000,70000,Petrol,Individual,Manual,Second Owner,15.2,1193,65.0,"10.7@ 2,600(kgm@ rpm)",5.0,CC,kmpl,bhp
3145,Hyundai i10 Sportz,2014,300000,30000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5.0,CC,kmpl,bhp
3146,Honda City i DTEC E,2015,500000,100000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200Nm@ 1750rpm,5.0,CC,kmpl,bhp
3147,Maruti Baleno Delta 1.2,2016,562000,25339,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0,CC,kmpl,bhp
3148,Hyundai EON Magna Plus,2014,250000,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0,CC,kmpl,bhp
3149,Tata Zest Quadrajet 1.3 XT,2017,484999,35000,Diesel,Individual,Manual,First Owner,20.65,1248,88.7,190Nm@ 1750-3000rpm,5.0,CC,kmpl,bhp
3150,Hyundai i10 Sportz,2013,280000,35000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5.0,CC,kmpl,bhp
3151,Maruti Ertiga VDI,2015,571000,68000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,200Nm@ 1750rpm,7.0,CC,kmpl,bhp
3152,Maruti Swift VXI,2013,400000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,114Nm@ 4000rpm,5.0,CC,kmpl,bhp
3153,Tata Indigo CS LS (TDI) BS-III,2015,295000,120000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,135Nm@ 2500rpm,5.0,CC,kmpl,bhp
3155,Ford Figo Petrol EXI,2011,250000,25000,Petrol,Individual,Manual,First Owner,15.6,1196,70.0,102Nm@ 4000rpm,5.0,CC,kmpl,bhp
3156,Mahindra Bolero 2011-2019 SLE,2015,610000,40000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7.0,CC,kmpl,bhp
3157,Tata Indica Vista Quadrajet VX,2012,175000,60000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,190Nm@ 1750-3000rpm,5.0,CC,kmpl,bhp
3158,Ford Figo Diesel Titanium,2011,204999,70000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160Nm@ 2000rpm,5.0,CC,kmpl,bhp
3159,Mahindra XUV500 W8 2WD,2013,750000,80000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7.0,CC,kmpl,bhp
3163,Maruti Swift Dzire VDI Optional,2017,589000,41232,Diesel,Dealer,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5.0,CC,kmpl,bhp
